SiteID,Date,Band1_Mean,Band2_Mean,Band3_Mean,Band4_Mean,Band5_Mean,PH
Agri_Land,14-06-2016 00:00,0.099376202,0.075053565,0.044912353,0.024187898,0.019878367,5.275
Agri_Land,28-06-2016 00:00,0.101779148,0.076831199,0.045829576,0.025052825,0.020800116,5.34
Agri_Land,26-07-2016 00:00,0.110244505,0.084260307,0.053274516,0.032254267,0.045025952,5.6
Agri_Land,17-08-2016 00:00,0.138071686,0.112616107,0.075383492,0.054300614,0.091765337,4.753333333
Agri_Land,22-08-2016 00:00,0.138071686,0.112616107,0.075383492,0.054300614,0.091765337,5.26
Agri_Land,29-08-2016 00:00,0.108417124,0.081716105,0.047890019,0.026544917,0.022501184,6.145
Agri_Land,31-08-2016 00:00,0.108417124,0.081716105,0.047890019,0.026544917,0.022501184,4.815
Agri_Land,14-09-2016 00:00,0.123296998,0.094645686,0.058142517,0.037195768,0.056721758,5.875
Agri_Land,20-09-2016 00:00,0.123296998,0.094645686,0.058142517,0.037195768,0.056721758,5.273333333
Agri_Land,30-09-2016 00:00,0.134667203,0.105385557,0.067473538,0.046861131,0.068036713,6.03
Agri_Land,03-11-2016 00:00,0.18864657,0.167332783,0.128208727,0.11773885,0.183328316,5.076666667
Agri_Land,01-12-2016 00:00,0.228025451,0.198196962,0.153452694,0.137406662,0.164901495,4.9775
Agri_Land,13-01-2017 00:00,0.268956363,0.234056413,0.170779109,0.160679817,0.221998096,4.72
Agri_Land,17-02-2017 00:00,0.197583079,0.163729906,0.116927683,0.099178843,0.212304905,5.113333333
Agri_Land,11-04-2017 00:00,0.233708635,0.222765744,0.199332774,0.188337997,0.121766634,4.996666667
Agri_Land,23-05-2017 00:00,0.18104513,0.149389729,0.11194104,0.088428944,0.120115943,5.29
Agri_Land,12-06-2017 00:00,0.09939985,0.074613005,0.045432039,0.026302036,0.023627112,5.466666667
Agri_Land,26-06-2017 00:00,0.110202551,0.085031062,0.055324778,0.037179489,0.04317382,5.203333333
Agri_Land,05-07-2017 00:00,0.109746568,0.082240239,0.048351582,0.027543388,0.022891428,5.19
Agri_Land,13-07-2017 00:00,0.170442045,0.13947092,0.095709115,0.07628087,0.141497999,5.256666667
Agri_Land,18-07-2017 00:00,0.180336446,0.143984064,0.098568238,0.068818107,0.180822268,5.236666667
Agri_Land,24-07-2017 00:00,0.180336446,0.143984064,0.098568238,0.068818107,0.180822268,5.376666667
Agri_Land,15-08-2017 00:00,0.159768254,0.13049978,0.094558366,0.070530228,0.1353717,5.425
Agri_Land,24-08-2017 00:00,0.158740491,0.131437331,0.094246306,0.069903784,0.105039075,5.565
Agri_Land,13-12-2017 00:00,0.251478702,0.215799361,0.16381757,0.149287969,0.198046446,4.995
Agri_Land,13-02-2018 00:00,0.271190166,0.24875465,0.208240211,0.202659979,0.298699796,5.1825
Agri_Land,21-03-2018 00:00,0.169056103,0.13967891,0.101793595,0.084331371,0.211397871,5.4375
Agri_Land,06-04-2018 00:00,0.298511386,0.278155923,0.237338766,0.233652398,0.27853018,5.14
Agri_Land,14-06-2018 00:00,0.104861833,0.081400603,0.053581949,0.035609763,0.035149533,5.733333333
Agri_Land,27-07-2018 00:00,0.12225499,0.095134221,0.062058583,0.04162439,0.087198868,5.29
Agri_Land,21-08-2018 00:00,0.117011949,0.090404786,0.056948449,0.034433283,0.041246552,6.26
Agri_Land,27-08-2018 00:00,0.117011949,0.090404786,0.056948449,0.034433283,0.041246552,5.375
Agri_Land,12-09-2018 00:00,0.103583284,0.077332623,0.044674177,0.024280164,0.019508781,5.4
Agri_Land,03-10-2018 00:00,0.205726385,0.180432558,0.147386521,0.132187709,0.183597684,5.333333333
Agri_Land,09-10-2018 00:00,0.160697892,0.131608248,0.089714296,0.072801866,0.145243078,5.35
Agri_Land,15-10-2018 00:00,0.160697892,0.131608248,0.089714296,0.072801866,0.145243078,5.1525
Agri_Land,15-11-2018 00:00,0.247348532,0.219619721,0.172988117,0.159737259,0.186116219,5.28
Agri_Land,03-12-2018 00:00,0.231566653,0.202429116,0.158118665,0.145501927,0.215491787,5.22
Agri_Land,11-04-2019 00:00,0.432305932,0.437408835,0.425959885,0.423679799,0.397874266,5.143333333
Agri_Land,12-06-2019 00:00,0.102606311,0.077806771,0.047519792,0.02741655,0.022222774,5.373333333
Agri_Land,27-06-2019 00:00,0.102029838,0.076700687,0.046078779,0.025918666,0.023387451,5.26
Agri_Land,03-07-2019 00:00,0.121447742,0.09502852,0.063266747,0.044770647,0.050848614,5.376666667
Agri_Land,23-07-2019 00:00,0.157456204,0.127694309,0.089333273,0.063606612,0.122897834,7.25
Agri_Land,06-08-2019 00:00,0.135070145,0.105483495,0.067700185,0.043536615,0.050687168,6.1
Agri_Land,09-09-2019 00:00,0.175756469,0.147534445,0.109937191,0.088227004,0.128777802,6.15
