Filename,Band1_Mean,Band2_Mean,Band3_Mean,Band4_Mean,Band5_Mean,Band6_Mean,Band7_Mean,Band8_Mean,Band9_Mean,Band10_Mean,Band11_Mean,Band12_Mean,Band13_Mean,Temperature
Agri_Land_Temperature_911_2021-09-25.tif_extracted.tif,1204.35429,1000.248227,884.0411237,503.4830831,424.6390516,283.1202052,274.0418099,224.0816394,215.061903,68.05316598,4.578898023,95.4894592,82.90166452,21.06697222
Agri_Land_Temperature_911_2021-09-26.tif_extracted.tif,1204.35429,1000.248227,884.0411237,503.4830831,424.6390516,283.1202052,274.0418099,224.0816394,215.061903,68.05316598,4.578898023,95.4894592,82.90166452,20.70025
Agri_Land_Temperature_911_2021-09-27.tif_extracted.tif,1204.405286,996.2359289,851.8271016,482.5312924,407.0438471,279.4161312,267.9516964,219.4853191,209.4194582,71.17486129,7.298248359,90.84039966,75.7486605,20.4096875
Agri_Land_Temperature_911_2021-09-28.tif_extracted.tif,1204.405286,996.2359289,851.8271016,482.5312924,407.0438471,279.4161312,267.9516964,219.4853191,209.4194582,71.17486129,7.298248359,90.84039966,75.7486605,20.27215972
Agri_Land_Temperature_911_2021-09-29.tif_extracted.tif,1204.405286,996.2359289,851.8271016,482.5312924,407.0438471,279.4161312,267.9516964,219.4853191,209.4194582,71.17486129,7.298248359,90.84039966,75.7486605,20.08897222
Agri_Land_Temperature_911_2021-09-30.tif_extracted.tif,1204.405286,996.2359289,851.8271016,482.5312924,407.0438471,279.4161312,267.9516964,219.4853191,209.4194582,71.17486129,7.298248359,90.84039966,75.7486605,20.20411806
Agri_Land_Temperature_911_2021-10-01.tif_extracted.tif,1204.405286,996.2359289,851.8271016,482.5312924,407.0438471,279.4161312,267.9516964,219.4853191,209.4194582,71.17486129,7.298248359,90.84039966,75.7486605,20.18425
Agri_Land_Temperature_911_2021-10-02.tif_extracted.tif,1139.717329,880.7232953,677.2696139,350.1975571,293.1954503,212.4164786,196.7627958,165.2754127,148.0062897,69.22359872,7.706427398,47.83115382,30.97296634,20.10009722
Agri_Land_Temperature_911_2021-10-03.tif_extracted.tif,1139.717329,880.7232953,677.2696139,350.1975571,293.1954503,212.4164786,196.7627958,165.2754127,148.0062897,69.22359872,7.706427398,47.83115382,30.97296634,20.12730556
Agri_Land_Temperature_911_2021-10-04.tif_extracted.tif,1139.723181,880.7315699,677.2819497,350.2253351,293.2184014,212.4496066,196.7973441,165.3196842,148.0418405,69.23601339,7.706260738,47.86889982,31.00186636,20.03247917
Agri_Land_Temperature_911_2021-10-05.tif_extracted.tif,1139.723181,880.7315699,677.2819497,350.2253351,293.2184014,212.4496066,196.7973441,165.3196842,148.0418405,69.23601339,7.706260738,47.86889982,31.00186636,20.03338889
Agri_Land_Temperature_911_2021-10-06.tif_extracted.tif,1139.723181,880.7315699,677.2819497,350.2253351,293.2184014,212.4496066,196.7973441,165.3196842,148.0418405,69.23601339,7.706260738,47.86889982,31.00186636,20.15493056
Agri_Land_Temperature_911_2021-10-14.tif_extracted.tif,1363.20089,1120.885914,962.4652888,609.8063201,500.3538607,302.5619007,284.3526469,237.8506008,208.4965384,90.42144717,7.896222385,74.24416168,57.80010883,17.46667361
Agri_Land_Temperature_911_2021-10-15.tif_extracted.tif,1363.20089,1120.885914,962.4652888,609.8063201,500.3538607,302.5619007,284.3526469,237.8506008,208.4965384,90.42144717,7.896222385,74.24416168,57.80010883,17.38242683
