SiteID,Date,Band1_Mean,Band2_Mean,Band3_Mean,Band4_Mean,Band5_Mean,Band6_Mean,Band7_Mean,Band8_Mean,Band9_Mean,Band10_Mean,Band11_Mean,Band12_Mean,Band13_Mean,TP
Agri_Land_TP,20-08-2021 00:00,1181.0,887.0,728.0,565.0,433.0,536.0,665.0,698.0,538.0,466.0,11.0,298.0,132.0,0.45505
Agri_Land_TP,24-11-2021 00:00,1374.074278,956.503342,565.0388098,353.7172273,304.5916343,282.2276843,260.7177663,233.5555196,212.6618154,187.6088831,15.35360069,56.36944804,38.27846054,0.08626
Agri_Land_TP,31-08-2016 00:00,1071.27193,740.0,493.1140351,268.2192982,248.754386,310.6754386,323.2017544,284.7719298,255.9912281,167.4561404,18.23684211,89.95614035,41.51754386,0.08475
Agri_Land_TP,28-03-2017 00:00,5009.71814,5477.873524,5280.032763,5429.605155,5310.752831,5254.703686,4865.657191,4655.144543,4592.293905,2607.658396,59.55841966,476.1019032,447.330041,0.031
Agri_Land_TP,05-07-2017 00:00,1120.336842,817.5894737,573.9684211,364.8421053,328.0421053,403.6210526,440.0315789,379.8105263,355.2842105,126.0315789,7.063157895,163.5263158,92.94736842,0.063666667
Agri_Land_TP,12-10-2017 00:00,1130.955688,764.3585517,484.7079168,264.4968927,234.0478249,241.3615239,239.1610376,197.982167,198.645231,93.32504728,7.73034315,66.38584166,30.69386652,0.067
Agri_Land_TP,12-12-2017 00:00,4126.823029,4183.103047,3737.104391,4127.897849,4067.43414,4130.246864,3990.995968,4021.132616,3816.082437,2294.996864,77.52195341,660.8691756,602.0425627,0.032
Agri_Land_TP,13-12-2017 00:00,4126.823029,4183.103047,3737.104391,4127.897849,4067.43414,4130.246864,3990.995968,4021.132616,3816.082437,2294.996864,77.52195341,660.8691756,602.0425627,0.0195
Agri_Land_TP,21-03-2018 00:00,6472.960406,7119.700443,6819.294087,7592.704611,7636.679083,7786.242511,7588.180516,7412.444387,7390.544413,3544.585569,51.51914561,497.3219588,430.1471737,0.0325
Agri_Land_TP,19-04-2018 00:00,4801.142449,5304.542537,5144.314575,5243.321169,5086.296988,4810.146626,4501.201803,4248.368652,4142.353704,1890.748516,24.62563201,228.2752253,145.8799736,0.028333333
